country,room_type,traveler_type,nr_nights,year,month,score,full_review,emotion,emotion_score,year_month
Portugal,Double Room,Couple,1,2022,6,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-06
Portugal,Twin Room,Solo traveller,1,2022,4,7.0,Good No highlights mentioned. No issues mentioned.,neutral,0.8976135849952698,2022-04
Portugal,Twin Room,Family,3,2022,6,6.0,Pleasant No highlights mentioned. No issues mentioned.,joy,0.616917073726654,2022-06
Spain,Double Room,Family,2,2022,6,7.0,Good No highlights mentioned. No issues mentioned.,neutral,0.8976135849952698,2022-06
Portugal,Single Room,Solo traveller,1,2022,5,6.0,Pleasant No highlights mentioned. No issues mentioned.,joy,0.616917073726654,2022-05
Netherlands,Double Room,Couple,1,2022,6,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-06
Portugal,Double Room,Solo traveller,2,2022,6,6.0,Pleasant No highlights mentioned. No issues mentioned.,joy,0.616917073726654,2022-06
France,Single Room,Group,1,2022,5,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-05
Brazil,Single Room,Solo traveller,3,2022,5,7.0,Good No highlights mentioned. No issues mentioned.,neutral,0.8976135849952698,2022-05
France,Double Room,Group,3,2022,5,6.0,Pleasant No highlights mentioned. No issues mentioned.,joy,0.616917073726654,2022-05
France,Double Room,Family,2,2022,5,7.0,Good No highlights mentioned. No issues mentioned.,neutral,0.8976135849952698,2022-05
Portugal,Double Room,Family,1,2022,4,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-04
Portugal,Single Room,Solo traveller,1,2022,5,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-05
Portugal,Twin Room,Solo traveller,1,2022,5,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-05
Portugal,Twin Room,Group,3,2022,5,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-05
Portugal,Double Room,Family,3,2022,5,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-05
Spain,Double Room,Couple,2,2022,4,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-04
Spain,Single Room,Solo traveller,2,2022,4,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-04
Portugal,Double Room,Family,1,2022,1,6.0,Pleasant No highlights mentioned. No issues mentioned.,joy,0.616917073726654,2022-01
Portugal,Single Room,Group,1,2022,3,7.0,Good No highlights mentioned. No issues mentioned.,neutral,0.8976135849952698,2022-03
Portugal,Double Room,Group,1,2022,3,7.0,Good No highlights mentioned. No issues mentioned.,neutral,0.8976135849952698,2022-03
Brazil,Double Room,Couple,1,2022,4,6.0,Pleasant No highlights mentioned. No issues mentioned.,joy,0.616917073726654,2022-04
Spain,Single Room,Group,3,2022,4,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-04
Spain,Double Room,Couple,2,2022,4,7.0,Good No highlights mentioned. No issues mentioned.,neutral,0.8976135849952698,2022-04
Spain,Twin Room,Group,3,2022,4,6.0,Pleasant No highlights mentioned. No issues mentioned.,joy,0.616917073726654,2022-04
Portugal,Double Room,Couple,4,2022,4,6.0,Pleasant No highlights mentioned. No issues mentioned.,joy,0.616917073726654,2022-04
Portugal,Single Room,Solo traveller,1,2022,4,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-04
Portugal,Double Room,Family,1,2022,4,7.0,Good No highlights mentioned. No issues mentioned.,neutral,0.8976135849952698,2022-04
Portugal,Double Room,Solo traveller,3,2022,3,5.0,Passable No highlights mentioned. No issues mentioned.,neutral,0.9567725658416748,2022-03
Portugal,Twin Room,Family,1,2022,3,7.0,Good No highlights mentioned. No issues mentioned.,neutral,0.8976135849952698,2022-03
Portugal,Double Room,Solo traveller,1,2025,3,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2025-03
Portugal,Double Room,Family,1,2025,3,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2025-03
Portugal,Twin Room,Couple,1,2025,3,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2025-03
Brazil,Double Room,Family,1,2025,3,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2025-03
Portugal,Single Room,Solo traveller,2,2025,2,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2025-02
Italy,Double Room,Couple,1,2025,2,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2025-02
Portugal,Single Room,Solo traveller,1,2025,2,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2025-02
Spain,Single Room,Solo traveller,5,2025,2,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2025-02
Portugal,Double Room,Couple,1,2025,1,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2025-01
Portugal,Twin Room,Solo traveller,2,2025,2,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2025-02
Portugal,Double Room,Family,1,2025,1,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2025-01
Portugal,Double Room,Couple,1,2024,11,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-11
France,Double Room,Family,1,2025,1,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2025-01
Brazil,Double Room,Solo traveller,1,2025,1,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2025-01
Portugal,Single Room,Solo traveller,1,2024,12,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-12
Portugal,Single Room,Solo traveller,1,2024,12,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-12
Portugal,Double Room,Couple,4,2024,12,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-12
Portugal,Double Room,Family,1,2024,12,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-12
Spain,Double Room,Solo traveller,2,2024,12,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-12
Portugal,Double Room,Family,3,2024,12,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-12
Portugal,Double Room,Couple,1,2024,9,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-09
Portugal,Double Room,Couple,1,2024,11,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2024-11
Portugal,Twin Room,Family,1,2024,11,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-11
Portugal,Single Room,Solo traveller,1,2024,11,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-11
Portugal,Twin Room,Couple,1,2024,10,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2024-10
France,Double Room,Solo traveller,4,2024,10,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-10
Spain,Single Room,Solo traveller,1,2024,10,4.0,Regular No highlights mentioned. No issues mentioned.,neutral,0.8623244762420654,2024-10
Spain,Single Room,Solo traveller,3,2024,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-09
Portugal,Twin Room,Solo traveller,1,2024,10,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-10
Portugal,Double Room,Couple,1,2024,9,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2024-09
France,Twin Room,Family,1,2024,10,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-10
Portugal,Twin Room,Family,2,2024,10,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-10
Spain,Double Room,Family,1,2024,10,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2024-10
Italy,Single Room,Solo traveller,2,2024,10,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-10
Portugal,Double Room,Couple,4,2024,10,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2024-10
Spain,Double Room,Group,4,2024,10,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-10
Portugal,Double Room,Family,1,2024,10,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-10
Portugal,Twin Room,Group,1,2024,10,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-10
Portugal,Double Room,Couple,1,2024,9,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2024-09
Portugal,Single Room,Solo traveller,2,2024,9,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-09
Spain,Twin Room,Couple,3,2024,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-09
Portugal,Double Room,Couple,1,2024,9,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2024-09
Portugal,Single Room,Solo traveller,1,2024,9,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-09
Portugal,Double Room,Couple,1,2024,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-09
Portugal,Twin Room,Couple,2,2024,9,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-09
Italy,Single Room,Solo traveller,1,2024,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-09
Brazil,Double Room,Family,1,2024,7,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-07
Portugal,Double Room,Couple,1,2024,8,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-08
Portugal,Twin Room,Family,1,2024,8,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-08
Spain,Double Room,Couple,3,2024,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-08
Spain,Double Room,Group,1,2024,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-08
France,Double Room,Couple,2,2024,8,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-08
Portugal,Twin Room,Couple,1,2024,8,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-08
Brazil,Single Room,Couple,1,2024,8,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-08
Brazil,Double Room,Couple,2,2024,7,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2024-07
Portugal,Double Room,Couple,1,2024,8,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-08
Portugal,Double Room,Couple,1,2024,7,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2024-07
Portugal,Single Room,Solo traveller,2,2024,7,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-07
Portugal,Double Room,Family,1,2024,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-06
Spain,Double Room,Couple,1,2024,7,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-07
Portugal,Single Room,Solo traveller,1,2024,7,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-07
Spain,Double Room,Family,1,2024,7,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-07
Spain,Double Room,Family,1,2024,7,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2024-07
Portugal,Twin Room,Group,2,2024,7,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2024-07
Romania,Twin Room,Family,6,2024,7,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2024-07
Portugal,Double Room,Family,2,2024,7,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-07
Portugal,Double Room,Couple,2,2024,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-06
France,Twin Room,Family,1,2024,6,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2024-06
Spain,Twin Room,Couple,2,2024,6,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2024-06
Andorra,Single Room,Couple,1,2024,6,4.0,CAN CANSELAR PRECO 52 TO 2 PEOPLE This was all lie No highlights mentioned. No issues mentioned.,anger,0.5385334491729736,2024-06
Portugal,Twin Room,Family,1,2024,6,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-06
France,Single Room,Solo traveller,5,2024,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-06
Portugal,Twin Room,Family,1,2024,5,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-05
Portugal,Double Room,Family,1,2024,6,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-06
Portugal,Double Room,Family,1,2024,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-06
Colombia,Double Room,Family,1,2024,6,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-06
Spain,Double Room,Solo traveller,5,2024,5,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-05
Portugal,Double Room,Family,1,2024,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-06
Portugal,Double Room,Family,2,2024,5,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2024-05
Portugal,Twin Room,Couple,2,2024,5,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-05
France,Twin Room,Family,2,2024,5,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2024-05
Brazil,Single Room,Solo traveller,1,2024,4,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-04
France,Twin Room,Family,1,2024,5,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-05
Portugal,Twin Room,Solo traveller,2,2024,5,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-05
Brazil,Twin Room,Solo traveller,2,2024,5,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-05
Portugal,Single Room,Solo traveller,1,2024,5,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2024-05
Portugal,Twin Room,Family,2,2024,5,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-05
Portugal,Twin Room,Family,2,2024,5,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-05
Germany,Single Room,Solo traveller,7,2024,4,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-04
Tunisia,Single Room,Solo traveller,2,2024,4,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-04
Switzerland,Double Room,Couple,1,2024,4,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2024-04
Switzerland,Double Room,Family,1,2024,3,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2024-03
Portugal,Double Room,Family,2,2024,3,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-03
France,Double Room,Couple,3,2024,3,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-03
Portugal,Single Room,Solo traveller,1,2024,3,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-03
Portugal,Double Room,Couple,2,2024,3,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-03
Portugal,Single Room,Solo traveller,1,2024,2,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-02
Portugal,Double Room,Couple,1,2024,1,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2024-01
Finland,Twin Room,Family,2,2024,2,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2024-02
Portugal,Single Room,Solo traveller,1,2024,2,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2024-02
Portugal,Double Room,Couple,2,2024,1,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2024-01
Portugal,Twin Room,Couple,1,2024,1,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2024-01
Brazil,Double Room,Family,2,2023,12,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-12
Portugal,Double Room,Family,1,2023,12,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-12
Spain,Twin Room,Couple,1,2023,12,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-12
Brazil,Double Room,Solo traveller,1,2023,12,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-12
Portugal,Double Room,Couple,1,2023,12,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-12
Spain,Double Room,Solo traveller,3,2023,12,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-12
Spain,Double Room,Solo traveller,2,2023,11,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-11
Portugal,Twin Room,Couple,1,2023,12,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-12
Brazil,Double Room,Family,8,2023,11,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-11
Brazil,Single Room,Solo traveller,2,2023,11,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-11
Portugal,Double Room,Couple,1,2023,11,1.0,Bad quality No highlights mentioned. No issues mentioned.,disgust,0.8697528839111328,2023-11
Brazil,Double Room,Family,10,2023,11,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-11
France,Single Room,Solo traveller,1,2023,11,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-11
France,Single Room,Solo traveller,1,2023,10,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-10
Portugal,Single Room,Solo traveller,1,2023,10,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-10
France,Twin Room,Family,1,2023,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-09
Netherlands,Double Room,Family,4,2023,10,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-10
Portugal,Double Room,Couple,1,2023,10,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2023-10
Portugal,Single Room,Solo traveller,2,2023,10,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-10
Spain,Twin Room,Solo traveller,1,2023,10,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-10
Portugal,Double Room,Family,2,2023,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-09
Cape Verde,Single Room,Solo traveller,1,2023,10,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-10
Brazil,Double Room,Couple,4,2023,10,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-10
France,Single Room,Solo traveller,2,2023,10,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-10
Portugal,Double Room,Couple,2,2023,10,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-10
Portugal,Double Room,Family,1,2023,10,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-10
Portugal,Double Room,Family,1,2023,10,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-10
Portugal,Double Room,Family,1,2023,9,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-09
Luxembourg,Double Room,Couple,2,2023,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-09
Italy,Double Room,Couple,2,2023,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-08
Portugal,Double Room,Group,1,2023,9,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-09
Portugal,Twin Room,Couple,1,2023,8,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-08
France,Double Room,Family,2,2023,9,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-09
Poland,Double Room,Couple,3,2023,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-09
Germany,Double Room,Solo traveller,1,2023,9,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-09
Portugal,Double Room,Couple,1,2023,9,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2023-09
Spain,Twin Room,Family,1,2023,9,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-09
Argentina,Twin Room,Couple,2,2023,8,10.0,Highly recommended No highlights mentioned. No issues mentioned.,neutral,0.9262357950210571,2023-08
Portugal,Double Room,Couple,2,2023,8,9.0,Superb No highlights mentioned. No issues mentioned.,neutral,0.7779703736305237,2023-08
Spain,Twin Room,Family,2,2023,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-08
Germany,Double Room,Couple,2,2023,8,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-08
Spain,Single Room,Solo traveller,4,2023,8,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-08
Guatemala,Single Room,Solo traveller,2,2023,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-08
Spain,Single Room,Family,5,2023,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-08
Portugal,Double Room,Family,1,2023,8,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-08
Portugal,Single Room,Solo traveller,2,2023,8,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-08
Portugal,Single Room,Solo traveller,5,2023,8,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-08
Slovakia,Single Room,Solo traveller,6,2023,7,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-07
Portugal,Double Room,Couple,1,2023,7,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-07
Spain,Double Room,Couple,2,2023,7,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-07
Portugal,Double Room,Couple,2,2023,7,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-07
Spain,Double Room,Couple,1,2023,7,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-07
Brazil,Double Room,Family,9,2023,7,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-07
Spain,Double Room,Family,1,2023,6,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-06
France,Single Room,Group,3,2023,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-06
Spain,Double Room,Couple,2,2023,6,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-06
Netherlands,Single Room,Solo traveller,11,2023,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-06
France,Twin Room,Couple,5,2023,6,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-06
Spain,Single Room,Solo traveller,4,2023,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-06
Portugal,Single Room,Solo traveller,2,2023,6,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-06
Portugal,Double Room,Couple,1,2023,5,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-05
Portugal,Double Room,Family,1,2023,5,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-05
Portugal,Twin Room,Group,1,2023,5,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-05
France,Twin Room,Couple,1,2023,5,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-05
Angola,Single Room,Solo traveller,5,2023,4,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-04
Spain,Double Room,Family,1,2023,5,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-05
Portugal,Double Room,Family,1,2023,5,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-05
Slovakia,Single Room,Solo traveller,3,2023,5,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-05
Germany,Double Room,Couple,2,2023,5,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-05
Portugal,Double Room,Couple,1,2023,5,2.0,Very poor No highlights mentioned. No issues mentioned.,disgust,0.48148831725120544,2023-05
Portugal,Double Room,Couple,1,2023,5,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-05
Bulgaria,Double Room,Solo traveller,4,2023,5,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-05
Spain,Double Room,Family,2,2023,4,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-04
Portugal,Single Room,Solo traveller,1,2023,4,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-04
Switzerland,Double Room,Couple,1,2023,4,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-04
Spain,Double Room,Group,1,2023,4,3.0,Poor No highlights mentioned. No issues mentioned.,sadness,0.5652276277542114,2023-04
Germany,Single Room,Group,2,2023,5,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-05
Czech Republic,Double Room,Family,2,2023,4,8.0,Very good No highlights mentioned. No issues mentioned.,neutral,0.8817152380943298,2023-04
Brazil,Single Room,Solo traveller,6,2023,4,10.0,Exceptional No highlights mentioned. No issues mentioned.,neutral,0.7593340277671814,2023-04
Portugal,Double Room,Solo traveller,1,2023,4,4.0,Disappointing No highlights mentioned. No issues mentioned.,sadness,0.610393762588501,2023-04
Portugal,Double Room,Family,1,2023,4,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-04
Portugal,Double Room,Couple,1,2023,4,1.0,Bad No highlights mentioned. No issues mentioned.,disgust,0.49483510851860046,2023-04
