country,room_type,traveler_type,nr_nights,year,month,score,title_review_en,pos_review_en,neg_review_en
spain,comfort family room,family,2,2022,8,7.0,good,"the great restaurant, attention, comfort and food quality.",no review
germany,comfort family room plus,family,1,2022,8,4.0,disappointing,the view of the city.,impersonal and inflexible staff.
portugal,comfort family room plus,family,2,2022,8,5.0,passable,location,very weak breakfast for a 4 -star should be updated.
portugal,comfort twin room,family,5,2022,8,6.0,pleasant,the location of the hotel and the bedroom,no review
germany,comfort single room,family,4,2022,8,7.0,good,"location is great. countless buses take off right in front of the hotel that can be used to drive to all corners of the city. the metro station is also very close. the barrier -free room was well equipped, but access to the hotel was hardly able to create a challenge and even with assistance. the ramp is an imposition. people traveling alone with restricted mobility/ wheelchair users would have no chance to cope with them.",ramp at the integration to the hotel much too steep!
spain,comfort king room,couple,3,2022,8,6.0,pleasant,"the situation, since it was close to commercial and tourist interest areas","the lack of cleanliness in the room, the carpet was very deteriorated, in the toilet, they did not put shampoo until the last day, the first two never there, there were hairs on the bathroom, etc, etc."
spain,comfort twin room,group,2,2022,8,6.0,less than i expected ...,location,the hotel staff. really unfriendly
spain,comfort king room,couple,3,2022,8,7.0,very well located,"the location very well, the room well, we did not have breakfast despite putting breakfast included in booking, we did not know why.",no review
switzerland,comfort double room,couple,2,2022,8,6.0,"cute and comfortable hotel, however, to improve the cleaning","cute the room, kind staff, good and very varied breakfast. good location (10 minutes walk from the center).","from a 4 star i was definitely expected more in terms of cleaning: we found the label of a dress not ours inside a drawer, while outside the balcony it was full of cigarette butts, excrement of birds and other varied dirt. it was not for this reason, my general evaluation would certainly have been higher."
spain,comfort twin room,solo traveller,7,2022,8,7.0,i will not go anymore.,the views from the room,"the beds and the theme of cleaning the room. in addition, breakfast was quite little varied."
italy,comfort double room,group,4,2022,8,7.0,in short ...,good location to visit porto. good breakfast the common spaces in particular the bar of the 17th floor is beautiful.,"covers in the room, limestone in the shower, one evening returning after an excursion lasting the whole day, we found the room not clean and with the bed not redone, asking the reception they told me that they believed they were in the room ... afterwards they cleaned. nobody at the reception speaks italian. not good price quality."
spain,comfort double room,couple,4,2022,8,7.0,very nice staff,"the location, the tourist areas are 10-30 minutes walking. breakfast is complete and if something ends they replenish it. the attention of all staff, which is exceptional.","the room was too small. it was not comfortable to be a 4 -star hotel. i was clean, but not unpollored"
france,comfort twin room,couple,6,2022,8,6.0,bof for a 4 star,the reception is very pretty,you have to ask and/or recall every day for coffee and towels
spain,comfort double room,group,2,2022,8,7.0,good,excellent breakfast,"little light in the hotel, everything is quite dark; babitations, corridors, elevators"
spain,comfort family room plus,family,3,2022,8,6.0,the hotel is correct but if i had to repeat it would look for another more central,everything was very clean and the staff was very attentive. breakfast was varied and we liked it. the views from the upper terrace are spectacular.,"there were no plug in the children's room and that with all the electronic devices with which we travel some discomfort for its load. the hotel is a bit separated from the central area. if it were 5 'closer to the city council, it would be better located."
portugal,comfort twin room,couple,2,2022,8,5.0,passable,no review,bathroom  breakfast
spain,comfort single room,family,4,2022,8,7.0,i expected more due to the category and price of the establishment,staff attention l,"the lack of bide in the bathroom they announce a parkin that they do not have. they send you to one crossing the street with a somewhat peculiar fertilizer system: we were for 4 days and only allow us to pay 3. they say that when we win we make a renewal for one more day, i do so but at a higher price. there is the deception. i guess something would have to do the hotel about it"
italy,comfort double room,couple,2,2022,8,5.0,hotel datato,"comfortable location, you can get to the center quickly and the parking lot remains close to the hotel.",non -clear instructions to park the machine given in a summary way. hotels and rooms dated with negligible cleaning especially in the bathroom. minimal breakfast and with low quality industrial products. overall structure not consistent with the 4 stars.
spain,comfort double room,couple,4,2022,8,7.0,good in general,i was in front of the parking lot,a very fair four stars
france,comfort family room,family,1,2022,8,7.0,where are the 4* ?. good location,location 800 m from the station  comfortable bedding  public parking right next to it. 13 eur for 24 hours,where are the 4 stars. tiny tv unruly  bar dear at the price of a 4 -star
spain,comfort double room,family,3,2022,8,7.0,"great situation; without being the closest to the center, you get to everything walking.","the comfort of the room. the situation, 10 minutes from everything.",breakfast quite bad.
spain,comfort double room,couple,2,2022,8,6.0,pleasant,hotel terrace and location,you can't smoke
ukraine,comfort double room,solo traveller,5,2022,7,6.0,pleasant,food for breakfast and hotel location,cleaning the room
portugal,plus comfort suite,family,2,2022,7,7.0,good,no review,"the bedroom rod needed cleaning, it had a very unpleasant smell."
spain,comfort double room,couple,2,2022,7,7.0,good,the room,no review
spain,comfort family room,family,2,2022,8,7.0,"central hotel, with things to improve",the location. a wide quadruple room for four people,"the deal with the reception personnel on our arrival was very dry and touched the unfriendly. upon entering the room, which we could not access until 3:00 p.m. (we arrived at the hotel at 2:20 p.m.) there was garbage from previous customers and, having 17 plants, they located us on a second floor overlooking the air conditioning devices, which also made a lot of noise at night."
spain,comfort single room,solo traveller,3,2022,7,7.0,a 4 -star hotel in need of more reforms,the treatment of the staff and how close to the center and well communicated with public transport,"the few plugs that had the room. the non -preference of reservations for panoramic restaurant for hotel customers. breakfast was not four stars. the room had the old system air conditioning, the opening of the window was small and the cabinet and the furniture of the bathroom of little capacity. very small and old system, not current."
portugal,comfort single room,solo traveller,1,2022,8,1.0,suck generis,various breakfast that should be good but due to the successful i did not want to enjoy it conveniently,"to be approached at a haughty, unpleasant, arrogant and authoritarian tone, it seems to be running after someone who was on the run) by the receptionist when going to the car put half of the luggage if he had checked out... when the stay was settled when the reserve without possibility of cancellation!  4 stars room leaves something to be desired! they stated that it was a ""superior"" room, i do not dare to think about what the normal ones will be! in the attributed room it will eventually be necessary disinfestation, as they appeared 3 times insects in the toilet fallen on the floor. i think they came from the false ceiling because they were still alive... also the washing of the entrance stairs (front and side) without any wet floor signage or careful to become dangerous. it was my experience and this is not a complaint!"
brazil,comfort double room,solo traveller,1,2022,7,7.0,i do not recommend and would not return to this hotel.,"the location of the hotel is good, close to the main streets and sights.","the hotel has no accessibility, when you arrive you have stairs to reach the reception. cleaning the room also left something to be desired and the reception is not prepared to give the tourist tips. the daily rate is high for hotel accommodations. the hotel restaurant has a beautiful view of the city of porto, but the service is terrible. i waited 20 minutes to receive the menu and then 10 minutes for the waiter to take the order. as the waiter did not come, i had to get up and drive to him to ask the request to be made."
france,comfort family room plus,group,1,2022,7,7.0,good,localisation nickel,"i have never seen a room with 0 taking, impossible to load my cell phone, i had to put it in the children's room. given the price we pay for it to be incredible !!!"
spain,comfort double room,group,4,2022,7,7.0,"all good, but not to be 4 stars",restaurant on the last floor with views.,"the room was not very large and a very left terrace, to be a 4 -star hotel"
portugal,comfort double room,couple,1,2022,7,5.0,passable,location,noise of other customers in the nearby rooms in rest time (2.30 a.m)
netherlands,comfort double room,solo traveller,6,2022,7,7.0,"great hotel, nice location","great hotel within walking distance of the center (something outside). has everything you need, breakfast was great but nothing to write home about. every day the same so after a week is bored. there are also plenty of great breakfast/lunch cafes in the area where you can have breakfast much better.","mattresses were hard, so not very comfortable. cleaners only arrived late in the day to clean my room when i was back home (after 4 pm). furthermore, i did not ask if they could bring something (toilet paper, towels). 1x had a fault with the lifts, so that an alarm went off all afternoon, and i had to walk up 5 stairs to my room (while pregnant - was not looked over). then also performed a test again with the power unit, so there was no power in the rooms for an hour. no compensation or apologies, a pity."
spain,comfort double room,family,1,2022,7,7.0,"a good accommodation option in porto, relatively close to the city's points of interest","the room is comfortable. the bathroom, well and the bed quite comfortable. its location is quite good, not far from porto's tourist interest points. although the hotel does not have its own parking, the parking only (a few 100m) acts as a hotel parking. for eur 13 you get a full day bonus, with which you can enter and leave as many times.","breakfast is nothing more than passable. little variety and quality of mediocre products in general. the staff is a bit rancid. although those who frequently travel to portugal, either for work and/or for pleasure, we know that kindness, humility and desire to please have been lost in most cases. today in easy to find quite dry people."
france,comfort double room,couple,4,2022,7,6.0,"the hotel is not worth 4 stars, quality ratio is not terrible",the sympathetic staff  room cleanliness (households done every day)  the restaurant on the 17th floor with the view of the city,"the fairly narrow room with the view of the concrete parking lot and without a balcony ... it's not worth the 4 stars.  music in the bathroom did not work  entrance to the fairly narrow bathroom between the sink and the shower ... very average breakfast, don't worth 4 stars  the gym was ""in maintenance"""
germany,plus comfort suite,family,1,2022,7,7.0,"stadthotel in a good location, parking garage opposite (not incl.)","location, view from the balcony, nice staff","cleanliness on the balcony (a lot of bird dirt!), there are only 2 chairs for 3 guests; glasses not all clean not good lighting on the third person bed (sofa bed)"
france,comfort double room,couple,3,2022,7,7.0,good,personal location,no french channel tv not changed the towels during the stay
chile,comfort king room,couple,2,2022,7,7.0,good hotel,good breakfast ... good attention,the bathroom
portugal,comfort double room,couple,1,2022,7,7.0,extremely,"breakfast was very nice, extremely diverse. regarding employees, quite welcoming and always ready to help. very pleasant and accessible location.",no review
france,comfort family room plus,family,7,2022,7,6.0,a little too high value for money,"the bedding was very comfortable, the room for 4 was good, so spacious.","the balcony was dirty (seagull droppings), a day we found when we returned from a walk that the room had been poorly cleaned (unrealized, unrepatured water); we wanted to use the fitness room, we were told that it was under construction but the next day, with another interlocutor, it was available and not in work ... weird"
spain,comfort double room,couple,5,2022,7,7.0,good,the location and the restaurant on floor 18 ...,the price of the room somewhat excessive (eur 120/night). i expected a somewhat more spacious room. the bed was comfortable but the room somewhat small
portugal,comfort double room,family,2,2022,7,6.0,median,no review,"i thought i paid with breakfast included, but no. at the reception they just said no and did not strive to include breakfast. small room, awarded an annoying noise, especially at night, interval of 15/16 seconds for 24 hours! it was work. valve firing sensation. on the second night i complained, sent a security guard who just confirmed the noise. distant employees. a room maid neither good morning nor good afternoon. for 4 stars left something to be desired. nor parking."
spain,comfort double room,couple,3,2022,7,3.0,leakage,the bed,"that i chose it for the price and what is my surprise that they charged me eur 2 to verify that the card was true (come on, for their pretty face) and then eur 2 more per person and day as a government rate .... total, that when i went to pay, of the initial price for which i chosen it there was not even the coma of decimals, in three minutes i had paid 10 euros of more. i don't like these triquinuelas, i have felt cheated in my whole face."
morocco,comfort double room,couple,4,2022,7,7.0,good,the staff are very helpful,breakfast
switzerland,comfort king room,couple,2,2022,7,6.0,pleasant,the 17th floor bar with its open terrace,sad room with too small windows
france,comfort king room,couple,3,2022,7,5.0,fortunately satisfied that booking.com intervened for a room change,happy with the change of room on the 11th floor,"the first room on the 2nd floor facing a large covered parking lot, suddenly, very dark and very noisy."
argentina,comfort king room,couple,4,2022,7,7.0,good,"the staff was very friendly, they helped us with the suitcases upon our arrival. breakfast was very good and quite complete.","the room was too small as well as the bathroom. the location of the hotel was the worst, it was far from the areas of attractions and walks and the worst was the return because it was all uphill."
canada,comfort double room,couple,3,2022,7,6.0,a really expensive experience.,the staff was friendly and attentive.,breakfast... what a disappointment. do not think that you will taste your breakfast with the view you see in the photos (the reason why i rented this hotel) breakfast is passing on the ground floor.  i am portuguese and i was really disappointed with the quality of breakfast ... in fact i did not really take advantage of ... you enjoyed better quality in small cafes near the hotel.
switzerland,comfort double room,couple,2,2022,6,5.0,passable,no review,"the double bed is far too small for two people.  breakfast is not to diversify enough, not great!"
italy,comfort double room,couple,2,2022,6,5.0,passable,the roof,"not welcoming and professional welcome staff, breakfast low quality products attached lift is certainly not a 4 star !!!"
spain,comfort double room,couple,2,2022,6,6.0,very disappointed i do not recommend it,the good location  good views,breakfast was not good. the coffee seemed instantaneous. there was no natural juice of any kind. the scrambled eggs knew badly for a 4 star hotel leaves a lot to be desired. i do not recommend it !!!
netherlands,comfort double room,family,2,2022,5,7.0,furthermore great outside,no review,room was also the balcony with little light on the small side
austria,comfort twin room,group,4,2022,6,5.0,passable,no review,"additional debit eur 94, - which i cannot assign"
france,comfort single room,solo traveller,1,2022,6,7.0,good,the 17 floor bar with the panorama throughout the city.,"the room with seen on the antennas and the wall opposite, a few meters !!"
finland,comfort family room plus,family,1,2022,6,6.0,old hotel,location to the center,old equipment carpet floors.
spain,comfort king room,couple,1,2022,6,1.0,very shabby room for supposed 4 -star hotel,breakfast was correct,"the treatment, location and room that gave us a corner, with a very small bath, where it was not possible, the slippery and complicated bathtub to enter and leave since it was very high to enter, a mini flat screen that did not look good from the bed and the location was more than 25 minutes walk to the tourist attractions of the city when it put on its website that was 400 meters from the historic center."
italy,comfort double room,couple,2,2022,4,7.0,in short...,dignified accommodation 25 minutes walk from the city center.,staff not always attentive to the customer; disinfectant for the hands to the exhausted entrance for several hours in a row.
israel,comfort king room,couple,2,2022,6,7.0,not highly recommended,"the size of the room, a very large and convenient bed, a reasonable parking at a reasonable cost. a reasonable breakfast.","the atmosphere in the room is unpleasant, a floor furniture and cream walls, looks very outdated. thin carpet, a small, narrow shower. location is not really in the center, from central attractions back to the hotel about 15-30 minutes strenuously. the team ratio in the reception, including very warm and hearty and slightly more personal attitude. in summary, inadequate consideration for the price."
italy,comfort single room,solo traveller,1,2022,5,7.0,a large hotel in a quite central location in porto.,"the staff was very friendly and helped me in a difficult situation. the breakfast was very good, even if i expected something more for the type of structure. the room was quiet and clean, even if very small.","in relation to the size of the room, and the services offered the price i think it is still a little excessive. the hotel is 4 stars, but it does not give you this great impression ""premium""."
france,comfort double room,couple,3,2022,6,6.0,pleasant,the location. the staff at friendly reception. the bar staff especially the server with beautiful blue eyes. the very good panoramic restaurant.,we have booked for the panoramic restaurant for 7:30 p.m. and when we present ourselves we are told that there is no room. that you have to come back the next day.
germany,comfort double room,couple,1,2022,6,6.0,pleasant,the location was okay and the roof terrace is beautiful. breakfast sufficient.,"the room was small and dark. it was also next to the elevator and it was constantly heard of its noises. bad was also tiny. fortunately, there were only one night there."
germany,comfort king room,couple,2,2022,5,7.0,good,great location! very nice staff.,"the hotel looks bad from the outside. breakfast is ok, but there are better options for eur 13 per person. 3 stars motel one's can do that too."
netherlands,comfort twin room,couple,3,2022,5,5.0,passable,"nice large room with balcony, wonderful beds.","price, quality ratio is incorrect. breakfast didn't mean much. we have not seen any cheerful staff member in 4 days. hygiene in the room was fine, but with the balcony and the side window there were all dead birds among the beams."
israel,comfort king double room with romantic package,couple,1,2022,5,5.0,passable,the bar found on the 17th floor and overlooks porto,the hotel is dark and dark furniture is unpleasant
france,comfort king room,family,3,2022,5,7.0,pleasant set,the size of the room was very appreciable,"noisy room, it was located below the bar and restaurant. the equipment and more particularly the bathroom are to be renovated."
netherlands,comfort double room,group,7,2022,4,7.0,i enjoyed,"location itself was good but i expected that ""down town"" was slightly closer to the river.",no review
denmark,comfort double room,couple,3,2022,5,7.0,good,the view from the 17 floor and the location.,we were disappointed with the quality of the meat when you consider that it was a 4-star hotel.
spain,comfort double room,couple,3,2022,4,7.0,good,terrace  the room,nothing was wrong to say that i didn't like it
spain,comfort suite,group,1,2022,5,5.0,passable,the room decoration,"small rooms, small television, bad pastries, breakfast in general bad and juice ...."
spain,comfort double room,group,4,2022,5,6.0,pleasant,the location,the size of habituation and light
austria,comfort single room,solo traveller,4,2022,5,7.0,good,there is a bar with a great view. metro and buses can be reached on foot in a few minutes.,"the room was right next to the lift; the noises of the lift (machine noises) were heard all night. if you have a very easy sleep, you could be disturbed.  the direct area of   the hotel offers nothing special."
ecuador,comfort double room,family,1,2022,4,7.0,good location!,good roof bar with view of the antigua city.,"the bar had little variety of food, but it is not a problem if you want to take cocktails."
netherlands,comfort double room,group,4,2022,5,7.0,"good hotel, great restaurant with ditto view","great breakfast, location within walking distance of the center. staff friendly, checking in is a difficult process with the same questions several times","reception is very small, which yields slow service and rows"
spain,comfort double room,family,1,2022,5,4.0,disappointment,the pillows  breakfast,that could not smoke. not having 24h bar rooms service that we asked in time for seasonal fruit first they told me that there were no. then they tell me that if they have orange and strawberries and i think good that better that nothing raised me banana and orange not having a separate shampoo and gel  toothbrush and paste some comb and the reception entrance smelled like old
france,comfort double room,group,4,2022,5,6.0,correct value for money,no review,beds too small small bedrooms
spain,comfort double room,group,4,2022,5,6.0,pleasant,"the small terrace in the cafeteria, very pleasant to take a snack. and the location, excellent, very close to two important subway stations, and very close to accessing any tourist site in the city","the rooms are small and with very little light. nothing accounts ... for a couple of days that you will only be in the room just, acceptable, but but a bit overwhelming. i insist, especially the light ..."
spain,comfort double room,group,4,2022,5,7.0,little cozy rooms,location and terrace,the size of the rooms and the lack of natural light
italy,comfort double room,couple,2,2022,4,7.0,beautiful structure but not comfortable for the central area,service and restaurant (fine dining),position
france,comfort king double room with romantic package,couple,2,2022,4,6.0,expensive for what it is a shame,the panoramic view of the restaurant restaurant,breakfast is not worthy of a 4 star or even the decoration. a reception hall with a really bof floor lino
portugal,comfort family room,family,2,2022,4,6.0,pleasant,we like the location,"we made reservation, with a comfort family suite, with 1 double bed, and 2 individual beds. when we arrived we had room with 4 individual beds. in the first night we changed the room, to have a double bed, and individual couple and put a divan. on the second day we exchanged room for what we had made reserve and paid. in this all on arrival day we were exhausted and had 1h30m, waiting for us to get a solution"
spain,comfort single room,solo traveller,1,2022,4,6.0,pleasant,the views from the room,cleaning the cafeteria
spain,comfort family room,family,4,2022,4,7.0,good,no review,i had problems with laundry and until the night they did not recover the towels and a couple of days left us with less towels
spain,plus comfort suite,family,3,2022,4,7.0,comfortable and quiet.,the room and location. full breakfast.,"bar food would have to improve a lot because the price is high compared to quality. the sofa bed for comfort plus is very uncomfortable, they could change it to a more comfortable one. and at reception they would have to know spanish because of the proximity of the two countries since there is a lot of spanish tourism."
spain,comfort double room,couple,1,2022,4,5.0,i would not repeat stay in this hotel,"very normal breakfast, good location. nice terrace with bar in 17th floor","there were no towels in the room, we had to wait for them to bring us, because the laundry service was external, and they told us that it was no hotel problem. you announce it as a hotel with parking, and you don't have. 4 stars that do not reach three"
hungary,comfort double room,group,4,2022,4,1.0,i don't recommend it to anyone,"area, breakfast excellent. the room was very noisy in the immediate vicinity of 5 elevators and staircases. we couldn't rest, we couldn't sleep, we asked them to help us, but they didn't.","the room was unbearably noisy at night, we had to sleep with ear plugs, the metallic noise of the elevators and the blows disturbed the night."
spain,comfort twin room,family,2,2022,4,4.6,disappointing,"nothing. it is a 4 -star but emerged hotel, very expensive value for money","all in general and quite dry and unfriendly staff, but worse the individual room that looked like a zulo for the price they charge, the very bad and scarce buffet ... would never come back"
france,comfort single room,solo traveller,3,2022,4,7.0,good,geographic location,no review
peru,comfort family room plus,family,2,2022,4,1.0,regular,location,fourth was not like photos every girls
portugal,comfort double room,family,3,2022,4,7.0,on global all good,location,out of the bathtub is wide and a person with little mobility has difficulty leaving the bath
germany,comfort double room,couple,2,2022,4,7.0,"due to the hard bed, we actually drove a day earlier.",great breakfast and great location.,"the mattresses from the bed were hard, i didn't sleep all night."
netherlands,comfort king room,couple,2,2022,3,7.0,a good hotel for a continuous traveler.,"the restaurant is beautifully situated and you can eat delicious food. the staff is extremely friendly and hospitable. the hotel itself, on the other hand, is no more than place where you have a room, you can sleep and have breakfast. exactly as you want from a hotel, but nothing more than that.","the reception is not very inviting, just as the employee who received us. the hotel very dark and somewhat gloomy. in the breakfast room, the table is far too close together."
guadeloupe,comfort family room plus,group,3,2022,4,7.0,good,"view, calm and good location","breakfast was average. the sausages are vulgar mini boxes in a box, inadmissible when you know portuguese gastronomy.  in our suite of 2 bedrooms, no sockets to connect anything in one of the 2."
germany,comfort king room,couple,4,2022,3,5.0,there will be no further stay in this hotel!,"breakfast, good mattresses, good drinks in the bar!","hotel seems wiped up, furnishing style of the hotel dark, l cloudy and unbelievable!"
france,comfort double room,couple,4,2022,4,6.0,i think a simple hello from the 3 -quarter of the person and it would have changed a lot,location and cleanliness,"one in three people of the staff called hello. on arrival, no information is given to us on visits, transport ... i inquired in the parking lot and at the reception, i was ""told"" to go to the parking in front ... thank you 48 eur for 36 hours. the bedding well, bathroom and cleanliness too, but we did not feel well in the room because it is very dark and just has a small window on the side. i do not recommend if you have the means ..."
france,comfort king room,couple,5,2022,3,7.0,overall pleasant,proximity to the historic center. near the airport line metro. the breakfast service very good and effective staff.,"rather impersonal, it's a large hotel. strict schedule to recover the room. in addition minimum service at the level of the household."
germany,comfort king room,group,4,2022,3,7.0,good,"small defects (safe, door lock) were immediately remedied; friendly, helpful reception",the bathroom is very small and has no (!) ventilation
israel,comfort king room,couple,2,2022,3,7.0,overall all fine,"good location, spacious rooms, excellent roof restaurant with spectacular views",there is no ventilation in the toilet rooms breakfast was not for my taste
spain,comfort king room,solo traveller,2,2022,3,6.0,"very beautiful terrace to 17 floor, the rest has nothing to do with a 4 stars","the terrace is fine, its location is very central","the rooms and the hotel in general would need a renovation: it has this medium-viejo/ninety-year style that does not fit well. my particular room had the head of the old and spent bed, the air conditioning module of the early 2000s, and half -parking for half city. and not a lion was soundproof, that people were heard from the neighboring rooms. very small breakfast room. four stars just by having the terrace to 17 floor, basically. the rest would need a deep update."
spain,comfort double room,group,2,2022,3,4.0,disappointing,the hotel terrace,"the rooms were very small and the marriage beds of 1.35, for a 4 -star hotel i do not see it logical"
france,comfort double room,couple,2,2022,3,7.0,hotel tour near the center,"an aging modern hotel (tower), close to the center (500m on foot) with a paid parking lot just opposite (eur 13/1j and 21 eur 2j). the room was clean, well arranged, good bedding and the functional bathroom. hearty breakfast in a noisy room.","very dark room with an offbeat window, without view despite the 15th floor. we expressly asked for a quiet room far from the elevators and we had a room next to the 2 elevators and the service room with elevator ...."
portugal,comfort king room,group,3,2022,3,7.0,good,"staff's attention was 5 stars, always very available. the breakfast very good and with a lot of variety. location is another very positive point. the bar service and that incredible view is the highest point without doubt, all very harmonious, from the decoration of space, concept to service, the view is really something wonderful, especially at night, which makes it almost like a melody was","it was not the first time i was staying in this hotel, but this time the room that was attributed to me has disappointed a little, namely the lack of maintenance that i needed, i refer this since in the bed was really in poor condition, especially the fact that it was next to the zone of the pillows, it appeared to be ""rust"" able, especially for a stay of 3 nights ..."
italy,comfort double room,group,2,2022,3,6.0,pleasant,position,breakfast
portugal,comfort king room,couple,2,2022,3,7.0,good,"well -located room, good tissue, quality bathroom products. good and complete breakfast","from the non -existence of an exhaust in the bathroom: severe failure! well renewed bathroom. back and puf's back, deep in this, something too spent. remaining sofas, comfortable."
hungary,comfort double room,couple,3,2022,3,7.0,the perfect choice for a 3 -day sightseeing tour.,"breakfast was very good, staff direct, helpful.",no review
austria,plus comfort suite,family,5,2024,1,10.0,just recommend it.,"personal very friendly. room always very clean !! breakfast very good, however, the room very small.  outlook in the sweet gigantic on new year's eve. could see everything from the 14th floor. wonderful very central. you can find everything you need and get there with the metro, especially with children for excursions.",no review
spain,plus comfort suite,family,5,2023,12,9.0,superb,the whole hotel rooms views location personal cleaning all very well,no review
france,comfort twin room,couple,3,2023,11,10.0,exceptional stay,location in the city center interior decoration the spacious room with a view of the city the friendly staff who speak french  a varied breakfast and a superb restaurant on the 17 floor,ras
spain,comfort double room,family,2,2023,8,8.0,very good,the room views and restaurant,"breakfast slightly for four stars. the little spacious breakfast zone, a bit tight."
brazil,comfort family room,family,1,2023,7,10.0,"all wonderful, excellent!",all perfect !!,all perfect !!!
brazil,plus comfort suite,family,2,2023,6,10.0,"one of the best hotels, we will definitely be back in december again.","our stay was wonderful, very well received, the team provided a very comfortable room, we celebrated our wedding anniversary and had a beautiful surprise there returning from the room, sparkling and delicious cookies.  delicious breakfast, with a lot of variety.  not to mention the great location.",no review
united kingdom,comfort double room,solo traveller,2,2023,3,9.0,and excellent,comfort,the sympathy of employees
portugal,comfort suite,family,1,2022,12,8.0,very good,"location, room conditions and restaurant with stunning view!",the breakfast service. small space for many people and the replacements were insufficient for the number of people.
netherlands,comfort double room,group,3,2022,12,8.0,very good,breakfast,nothing
germany,comfort twin room,group,3,2022,11,10.0,central and pleasant personal,very central and clean,nothing
france,comfort double room,solo traveller,2,2022,10,9.0,"hotel very well located, good bedding clean and kindness of the staff. do not miss the view from the 17th etag","i liked the sight, the situation, the kindness of the staff.",the austerity of the outdoor building
spain,comfort king room,family,5,2022,7,9.0,very good,and,no review
france,comfort double room,couple,1,2022,7,9.0,very pleasant stay that meets our expectations,staff home - comfort - cleanliness,no review
france,comfort double room,family,3,2022,7,8.0,parfait,location - rooftop - room - restaurant / bar - welcoming staff - cleanliness,no review
belgium,comfort king room,family,4,2022,5,8.0,pleasant,personnel availability,the distance from the center of the city
portugal,comfort single room,solo traveller,1,2022,7,9.0,superb,"the view, the good presentation of the hotel, the breakfast with immense variety",television didn't work well
france,comfort double room,couple,4,2022,4,10.0,pleasant and relaxing stay.,"this establishment is very well located. near merchant squares, leading directly to the center of the city. the room was clean, quiet and spacious. the staff members are all welcoming, attentive and pleasant. the restaurant and the bar on the last floor is really to be done, because the view is incredible.",no review
kazakhstan,comfort family room,family,1,2025,3,10.0,exceptional,no review,no review
united states,comfort twin room,couple,2,2025,2,9.0,superb,no review,no review
spain,comfort double room,couple,2,2025,2,9.0,superb,no review,no review
switzerland,comfort double room,couple,1,2025,2,8.0,very good,no review,no review
united kingdom,comfort single room,solo traveller,3,2024,12,8.0,very good,no review,no review
chile,comfort family room,family,2,2025,2,9.0,superb,no review,no review
turkey,comfort single room,solo traveller,1,2025,2,8.0,very good,no review,no review
ireland,comfort suite,family,3,2025,1,10.0,exceptional,no review,no review
portugal,comfort double room,family,3,2025,1,10.0,exceptional,no review,no review
germany,plus comfort suite,group,3,2025,1,10.0,exceptional,no review,no review
italy,comfort double room,group,1,2025,1,9.0,superb,no review,no review
belgium,comfort single room,group,3,2025,1,8.0,very good,no review,no review
spain,comfort king room,couple,3,2025,1,9.0,superb,no review,no review
switzerland,comfort king room,couple,2,2025,1,9.0,superb,no review,no review
puerto rico,comfort king room,couple,4,2025,1,10.0,exceptional,no review,no review
serbia,comfort family room plus,family,1,2025,1,10.0,exceptional,no review,no review
brazil,comfort king room,group,3,2024,12,10.0,exceptional,no review,no review
united kingdom,comfort family room,family,1,2025,1,9.0,superb,no review,no review
malta,comfort double room,couple,2,2025,1,9.0,superb,no review,no review
slovenia,comfort double room,couple,2,2025,1,8.0,very good,no review,no review
switzerland,comfort king room,couple,4,2025,1,10.0,"big and comfortable rooms, very nice breakfast, personal very gently i would totally recommend!!",no review,no review
switzerland,plus comfort suite,group,2,2024,12,8.0,very good,no review,no review
ukraine,comfort twin room,family,2,2024,12,9.0,superb,no review,no review
israel,comfort double room,family,2,2024,12,10.0,exceptional,no review,no review
norway,comfort double room,solo traveller,6,2024,11,8.0,very good,no review,no review
georgia,comfort double room,couple,2,2024,12,9.0,superb,no review,no review
united states,comfort king room,couple,3,2024,10,8.0,very good,no review,no review
canada,comfort double room,family,1,2024,11,9.0,superb,no review,no review
canada,comfort king room,family,2,2024,11,9.0,superb,no review,no review
united states,comfort family room,family,1,2024,12,10.0,exceptional,no review,no review
morocco,comfort double room,couple,2,2024,12,9.0,superb,no review,no review
united kingdom,comfort double room,solo traveller,4,2024,12,8.0,very good,no review,no review
puerto rico,comfort king double room with romantic package,couple,3,2024,11,9.0,superb,no review,no review
croatia,comfort single room,solo traveller,8,2024,11,10.0,exceptional,no review,no review
ireland,comfort double room,couple,1,2024,11,10.0,exceptional,no review,no review
iceland,comfort double room,couple,3,2024,9,8.0,very good,no review,no review
spain,comfort king room,couple,3,2024,9,8.0,very good,no review,no review
sweden,comfort suite,family,3,2024,11,8.0,very good,no review,no review
switzerland,comfort king room,solo traveller,1,2024,11,10.0,exceptional,no review,no review
netherlands,comfort king room,couple,1,2024,11,9.0,superb,no review,no review
canada,comfort king room,couple,4,2024,10,9.0,superb,no review,no review
ireland,comfort double room,solo traveller,4,2024,9,10.0,exceptional,no review,no review
armenia,comfort double room,family,2,2024,8,9.0,superb,no review,no review
united kingdom,comfort suite,group,3,2024,10,9.0,superb,no review,no review
lithuania,comfort suite,family,1,2024,10,10.0,exceptional,no review,no review
united kingdom,comfort single room,group,2,2024,9,8.0,very good,no review,no review
united kingdom,plus comfort suite,couple,3,2024,10,10.0,exceptional,no review,no review
denmark,comfort double room,solo traveller,1,2024,10,8.0,very good,no review,no review
