country,room_type,traveler_type,nr_nights,date,year,month,score,title_review_en,pos_review_en,neg_review_en
Portugal,Twin Room,Couple,1,September 2024,2024,September,8.0,Very good,No review,No review
United Kingdom,Single Room,Solo traveller,14,November 2024,2024,November,10.0,Exceptional,No review,No review
Italy,Double Room,Group,1,October 2024,2024,October,4.0,Disappointing,No review,No review
Latvia,Twin Room,Family,7,July 2024,2024,July,8.0,Very good,No review,No review
Cape Verde,Twin Room,Solo traveller,1,July 2024,2024,July,1.0,Bad,No review,No review
Spain,Single Room,Solo traveller,5,June 2024,2024,June,9.0,Superb,No review,No review
Portugal,Double Room,Couple,2,June 2024,2024,June,9.0,Superb,No review,No review
United Kingdom,Single Room,Solo traveller,3,May 2024,2024,May,8.0,Very good,No review,No review
United Kingdom,Double Room,Solo traveller,6,April 2024,2024,April,10.0,Exceptional,No review,No review
Portugal,Single Room,Solo traveller,2,February 2024,2024,February,9.0,Superb,No review,No review
United Kingdom,Single Room,Solo traveller,1,December 2023,2023,December,8.0,Very good,No review,No review
Sri Lanka,Double Room,Group,2,December 2023,2023,December,10.0,Exceptional,No review,No review
Georgia,Double Room,Family,2,December 2023,2023,December,10.0,Exceptional,No review,No review
India,Double Room,Family,1,December 2023,2023,December,10.0,Exceptional,No review,No review
Portugal,Single Room,Solo traveller,1,December 2023,2023,December,10.0,Exceptional,No review,No review
Portugal,Twin Room,Solo traveller,1,October 2023,2023,October,1.0,Bad,No review,No review
Slovakia,Single Room,Solo traveller,1,November 2023,2023,November,3.0,Poor,No review,No review
Ukraine,Single Room,Solo traveller,2,November 2023,2023,November,10.0,Exceptional,No review,No review
Portugal,Single Room,Solo traveller,1,August 2023,2023,August,10.0,Exceptional,No review,No review
Portugal,Single Room,Solo traveller,3,July 2023,2023,July,3.0,Poor,No review,No review
Sweden,Double Room,Couple,1,July 2023,2023,July,3.0,Poor,No review,No review
Portugal,Double Room,Solo traveller,1,July 2023,2023,July,9.0,Superb,No review,No review
Portugal,Double Room,Family,1,June 2023,2023,June,1.0,Bad,No review,No review
United Kingdom,Single Room,Solo traveller,1,June 2023,2023,June,10.0,Exceptional,No review,No review
Malaysia,Single Room,Group,13,May 2023,2023,May,10.0,Exceptional,No review,No review
Malaysia,Single Room,Solo traveller,7,May 2023,2023,May,10.0,Exceptional,No review,No review
United Kingdom,Double Room,Family,3,May 2023,2023,May,4.0,Disappointing,No review,No review
Portugal,Double Room,Family,1,May 2023,2023,May,4.0,Disappointing,No review,No review
Portugal,Single Room,Solo traveller,1,April 2023,2023,April,4.0,Disappointing,No review,No review
Croatia,Twin Room,Group,1,February 2023,2023,February,4.0,Disappointing,No review,No review
Portugal,Single Room,Solo traveller,1,January 2023,2023,January,10.0,Exceptional,No review,No review
Portugal,Single Room,Solo traveller,2,December 2022,2022,December,4.0,Disappointing,No review,No review
Portugal,Double Room,Couple,3,January 2023,2023,January,10.0,Exceptional,No review,No review
Jordan,Twin Room,Family,5,November 2022,2022,November,2.0,Very poor,No review,No review
United Kingdom,Double Room,Solo traveller,1,November 2022,2022,November,2.0,Very poor,No review,No review
United Kingdom,Single Room,Solo traveller,1,October 2022,2022,October,10.0,Exceptional,No review,No review
Portugal,Double Room,Solo traveller,1,September 2022,2022,September,4.0,Disappointing,No review,No review
United Kingdom,Double Room,Couple,4,September 2022,2022,September,1.0,Bad,No review,No review
United Kingdom,Double Room,Family,2,September 2022,2022,September,10.0,Exceptional,No review,No review
Denmark,Double Room,Couple,3,August 2022,2022,August,10.0,Exceptional,No review,No review
United Kingdom,Single Room,Solo traveller,1,July 2022,2022,July,8.0,Very good,No review,No review
Brazil,Single Room,Solo traveller,3,July 2022,2022,July,8.0,Very good,No review,No review
New Zealand,Twin Room,Solo traveller,1,July 2022,2022,July,8.0,Very good,No review,No review
United Kingdom,Double Room,Solo traveller,5,June 2022,2022,June,9.0,Superb,No review,No review
United Kingdom,Double Room,Solo traveller,1,June 2022,2022,June,10.0,Exceptional,No review,No review
United Kingdom,Double Room,Family,1,June 2022,2022,June,9.0,Superb,No review,No review
Spain,Single Room,Solo traveller,5,April 2022,2022,April,10.0,Exceptional,No review,No review
Portugal,Double Room,Couple,1,March 2022,2022,March,10.0,Exceptional,No review,No review
Portugal,Double Room,Family,1,April 2022,2022,April,10.0,Exceptional,No review,No review
Nepal,Double Room,Couple,1,March 2022,2022,March,4.0,Disappointing,No review,No review
France,Double Room,Couple,1,March 2025,2025,March,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,February 2025,2025,February,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,January 2025,2025,January,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,January 2025,2025,January,5.0,Passable,No review,No review
Portugal,Double Room,Couple,1,November 2024,2024,November,6.0,Pleasant,No review,No review
Germany,Double Room,Couple,1,January 2025,2025,January,5.0,Passable,No review,No review
Portugal,Double Room,Family,1,November 2024,2024,November,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,December 2024,2024,December,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,November 2024,2024,November,7.0,Good,No review,No review
Spain,Double Room,Family,2,December 2024,2024,December,6.0,Pleasant,No review,No review
Ghana,Single Room,Solo traveller,2,December 2024,2024,December,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,November 2024,2024,November,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,November 2024,2024,November,5.0,Passable,No review,No review
Portugal,Double Room,Couple,2,November 2024,2024,November,7.0,Good,No review,No review
France,Double Room,Family,1,October 2024,2024,October,5.0,Passable,No review,No review
Portugal,Double Room,Couple,2,October 2024,2024,October,7.0,Good,No review,No review
Germany,Single Room,Solo traveller,1,September 2024,2024,September,5.0,Passable,No review,No review
Portugal,Double Room,Couple,1,October 2024,2024,October,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,October 2024,2024,October,7.0,Good,No review,No review
Portugal,Double Room,Solo traveller,2,October 2024,2024,October,7.0,Good,No review,No review
Portugal,Double Room,Family,6,September 2024,2024,September,5.0,Passable,No review,No review
Portugal,Double Room,Family,3,September 2024,2024,September,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,September 2024,2024,September,6.0,Pleasant,No review,No review
Portugal,Double Room,Family,2,September 2024,2024,September,5.0,Passable,No review,No review
Spain,Double Room,Family,3,August 2024,2024,August,7.0,Good,No review,No review
Spain,Double Room,Family,1,September 2024,2024,September,6.0,Pleasant,No review,No review
Spain,Twin Room,Family,3,September 2024,2024,September,5.0,Passable,No review,No review
Portugal,Twin Room,Family,5,September 2024,2024,September,6.0,Pleasant,No review,No review
Spain,Twin Room,Family,2,September 2024,2024,September,6.0,Pleasant,No review,No review
France,Single Room,Solo traveller,1,September 2024,2024,September,7.0,Good,No review,No review
Portugal,Double Room,Couple,2,September 2024,2024,September,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,September 2024,2024,September,6.0,Pleasant,No review,No review
Brazil,Twin Room,Couple,4,August 2024,2024,August,7.0,Good,No review,No review
Spain,Double Room,Family,2,August 2024,2024,August,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,3,August 2024,2024,August,6.0,Pleasant,No review,No review
Argentina,Twin Room,Family,3,August 2024,2024,August,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,July 2024,2024,July,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,2,July 2024,2024,July,5.0,Passable,No review,No review
Portugal,Double Room,Couple,1,July 2024,2024,July,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,2,July 2024,2024,July,6.0,Pleasant,No review,No review
Brazil,Double Room,Couple,1,July 2024,2024,July,7.0,Good,No review,No review
Brazil,Twin Room,Family,2,July 2024,2024,July,5.0,Passable,No review,No review
Portugal,Double Room,Family,2,June 2024,2024,June,5.0,Passable,No review,No review
Egypt,Twin Room,Solo traveller,7,July 2024,2024,July,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,April 2024,2024,April,7.0,Good,No review,No review
Portugal,Double Room,Family,4,June 2024,2024,June,6.0,Pleasant,No review,No review
Ukraine,Twin Room,Family,1,May 2024,2024,May,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,April 2024,2024,April,6.0,Pleasant,No review,No review
Spain,Double Room,Family,2,May 2024,2024,May,5.0,Passable,No review,No review
Portugal,Twin Room,Group,2,June 2024,2024,June,5.0,Passable,No review,No review
France,Twin Room,Group,4,May 2024,2024,May,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,May 2024,2024,May,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,2,May 2024,2024,May,5.0,Passable,No review,No review
Portugal,Double Room,Family,1,May 2024,2024,May,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,2,May 2024,2024,May,7.0,Good,No review,No review
Portugal,Twin Room,Couple,4,May 2024,2024,May,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,April 2024,2024,April,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,April 2024,2024,April,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,April 2024,2024,April,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,March 2024,2024,March,7.0,Good,No review,No review
Portugal,Double Room,Family,1,April 2024,2024,April,5.0,Passable,No review,No review
Brazil,Twin Room,Family,2,April 2024,2024,April,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,February 2024,2024,February,5.0,Passable,No review,No review
Spain,Twin Room,Group,1,March 2024,2024,March,6.0,Pleasant,No review,No review
Portugal,Double Room,Family,2,January 2024,2024,January,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,December 2023,2023,December,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,January 2024,2024,January,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,February 2024,2024,February,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,February 2024,2024,February,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,March 2024,2024,March,7.0,Good,No review,No review
Portugal,Double Room,Couple,3,February 2024,2024,February,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,February 2024,2024,February,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,February 2024,2024,February,5.0,Passable,No review,No review
Hungary,Single Room,Solo traveller,1,February 2024,2024,February,5.0,Passable,No review,No review
Portugal,Double Room,Family,1,January 2024,2024,January,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,January 2024,2024,January,7.0,Good,No review,No review
Guinea-Bissau,Single Room,Solo traveller,1,January 2024,2024,January,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,January 2024,2024,January,5.0,Passable,No review,No review
Unknown,Double Room,Couple,2,December 2023,2023,December,7.0,Good,No review,No review
Portugal,Double Room,Family,15,December 2023,2023,December,5.0,Passable,No review,No review
France,Double Room,Couple,1,December 2023,2023,December,7.0,Good,No review,No review
Brazil,Double Room,Couple,2,December 2023,2023,December,6.0,Pleasant,No review,No review
Sweden,Double Room,Solo traveller,1,November 2023,2023,November,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,December 2023,2023,December,5.0,Passable,No review,No review
Portugal,Double Room,Family,1,November 2023,2023,November,7.0,Good,No review,No review
Guinea-Bissau,Single Room,Solo traveller,1,November 2023,2023,November,7.0,Good,No review,No review
Portugal,Double Room,Family,1,November 2023,2023,November,7.0,Good,No review,No review
Mozambique,Double Room,Couple,2,October 2023,2023,October,6.0,Pleasant,No review,No review
Brazil,Double Room,Couple,1,November 2023,2023,November,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,September 2023,2023,September,5.0,Passable,No review,No review
Portugal,Double Room,Family,2,October 2023,2023,October,7.0,Good,No review,No review
Argentina,Single Room,Solo traveller,1,October 2023,2023,October,7.0,Good,No review,No review
Spain,Twin Room,Family,2,October 2023,2023,October,5.0,Passable,No review,No review
Spain,Twin Room,Family,3,October 2023,2023,October,5.0,Passable,No review,No review
Spain,Double Room,Family,1,October 2023,2023,October,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,October 2023,2023,October,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,October 2023,2023,October,5.0,Passable,No review,No review
Portugal,Twin Room,Couple,2,October 2023,2023,October,5.0,Passable,No review,No review
Spain,Double Room,Couple,2,October 2023,2023,October,7.0,Good,No review,No review
Poland,Twin Room,Family,1,October 2023,2023,October,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,5,September 2023,2023,September,7.0,Good,No review,No review
Portugal,Twin Room,Solo traveller,2,September 2023,2023,September,7.0,Good,No review,No review
Portugal,Double Room,Family,1,September 2023,2023,September,5.0,Passable,No review,No review
Spain,Double Room,Couple,1,September 2023,2023,September,7.0,Good,No review,No review
Czech Republic,Double Room,Family,1,September 2023,2023,September,5.0,"Outdated equipment, the door from the bathroom could not be closed, the balcony could not be locked",No review,No review
Portugal,Double Room,Couple,3,September 2023,2023,September,7.0,Good,No review,No review
Brazil,Double Room,Family,1,August 2023,2023,August,6.0,Pleasant,No review,No review
Portugal,Twin Room,Couple,1,September 2023,2023,September,7.0,Good,No review,No review
Germany,Single Room,Group,4,September 2023,2023,September,6.0,Pleasant,No review,No review
France,Double Room,Family,3,September 2023,2023,September,6.0,Pleasant,No review,No review
France,Twin Room,Family,2,September 2023,2023,September,6.0,Pleasant,No review,No review
Portugal,Double Room,Family,1,September 2023,2023,September,7.0,Good,No review,No review
France,Double Room,Couple,1,September 2023,2023,September,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,August 2023,2023,August,5.0,Passable,No review,No review
Italy,Twin Room,Group,1,August 2023,2023,August,7.0,Good,No review,No review
Spain,Double Room,Group,4,June 2023,2023,June,5.0,Passable,No review,No review
Spain,Twin Room,Couple,2,August 2023,2023,August,5.0,Passable,No review,No review
France,Single Room,Solo traveller,1,August 2023,2023,August,7.0,Good,No review,No review
Spain,Double Room,Couple,3,August 2023,2023,August,5.0,Passable,No review,No review
France,Single Room,Solo traveller,1,August 2023,2023,August,5.0,Passable,No review,No review
Italy,Single Room,Solo traveller,3,August 2023,2023,August,6.0,Pleasant,No review,No review
Poland,Twin Room,Group,4,August 2023,2023,August,6.0,Pleasant,No review,No review
Spain,Double Room,Couple,1,August 2023,2023,August,5.0,Passable,No review,No review
Spain,Double Room,Couple,1,August 2023,2023,August,5.0,Passable,No review,No review
France,Double Room,Family,6,August 2023,2023,August,6.0,Pleasant,No review,No review
Austria,Single Room,Solo traveller,5,May 2023,2023,May,5.0,Passable,No review,No review
France,Single Room,Solo traveller,6,July 2023,2023,July,6.0,Pleasant,No review,No review
Brazil,Double Room,Couple,1,June 2023,2023,June,5.0,Passable,No review,No review
Portugal,Double Room,Family,1,July 2023,2023,July,6.0,Pleasant,No review,No review
Portugal,Double Room,Family,2,July 2023,2023,July,5.0,Passable,No review,No review
Argentina,Twin Room,Family,3,June 2023,2023,June,7.0,Good,No review,No review
Poland,Single Room,Solo traveller,4,June 2023,2023,June,7.0,Good,No review,No review
Hungary,Twin Room,Family,1,May 2023,2023,May,7.0,Good,No review,No review
Spain,Twin Room,Couple,1,July 2023,2023,July,5.0,"Acceptable, but I would not come back",No review,No review
France,Double Room,Couple,5,July 2023,2023,July,6.0,Pleasant,No review,No review
Chile,Double Room,Couple,1,June 2023,2023,June,5.0,Passable,No review,No review
Luxembourg,Double Room,Family,1,June 2023,2023,June,7.0,Good,No review,No review
Italy,Double Room,Solo traveller,2,June 2023,2023,June,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,2,June 2023,2023,June,6.0,Pleasant,No review,No review
Portugal,Double Room,Family,3,June 2023,2023,June,6.0,Pleasant,No review,No review
Brazil,Single Room,Solo traveller,4,June 2023,2023,June,7.0,Good,No review,No review
Brazil,Double Room,Solo traveller,2,June 2023,2023,June,6.0,Pleasant,No review,No review
Italy,Double Room,Couple,3,June 2023,2023,June,5.0,Passable,No review,No review
Portugal,Double Room,Couple,1,June 2023,2023,June,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,April 2023,2023,April,6.0,Pleasant,No review,No review
Brazil,Single Room,Solo traveller,1,May 2023,2023,May,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,June 2023,2023,June,7.0,Good,No review,No review
Italy,Twin Room,Couple,4,June 2023,2023,June,5.0,Passable,No review,No review
France,Double Room,Couple,1,May 2023,2023,May,5.0,Passable,No review,No review
Portugal,Single Room,Couple,1,June 2023,2023,June,7.0,Good,No review,No review
Portugal,Double Room,Solo traveller,1,June 2023,2023,June,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,April 2023,2023,April,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,2,May 2023,2023,May,6.0,Pleasant,No review,No review
Hungary,Double Room,Couple,3,May 2023,2023,May,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,May 2023,2023,May,7.0,Good,No review,No review
France,Twin Room,Family,4,May 2023,2023,May,7.0,Good,No review,No review
Spain,Twin Room,Group,3,May 2023,2023,May,5.0,Passable,No review,No review
Luxembourg,Double Room,Couple,2,May 2023,2023,May,6.0,Pleasant,No review,No review
Portugal,Twin Room,Group,1,April 2023,2023,April,5.0,Passable,No review,No review
Portugal,Double Room,Couple,4,April 2023,2023,April,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,2,March 2023,2023,March,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,2,March 2023,2023,March,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,2,March 2023,2023,March,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,2,March 2023,2023,March,5.0,Passable,No review,No review
Portugal,Twin Room,Solo traveller,1,April 2023,2023,April,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,April 2023,2023,April,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,2,March 2023,2023,March,5.0,Passable,No review,No review
Spain,Twin Room,Couple,1,April 2023,2023,April,6.0,Pleasant,No review,No review
Portugal,Double Room,Group,1,April 2023,2023,April,5.0,Passable,No review,No review
Spain,Single Room,Solo traveller,1,April 2023,2023,April,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,4,April 2023,2023,April,7.0,Good,No review,No review
Portugal,Double Room,Family,1,April 2023,2023,April,5.0,Passable,No review,No review
Portugal,Double Room,Family,2,April 2023,2023,April,5.0,Passable,No review,No review
Spain,Twin Room,Family,4,April 2023,2023,April,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,2,March 2023,2023,March,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,March 2023,2023,March,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,March 2023,2023,March,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,March 2023,2023,March,7.0,Good,No review,No review
Spain,Single Room,Solo traveller,1,March 2023,2023,March,6.0,Pleasant,No review,No review
Portugal,Double Room,Family,1,March 2023,2023,March,6.0,Pleasant,No review,No review
Morocco,Single Room,Solo traveller,3,March 2023,2023,March,5.0,Passable,No review,No review
Italy,Single Room,Solo traveller,2,March 2023,2023,March,7.0,Good,No review,No review
Portugal,Single Room,Family,1,March 2023,2023,March,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,February 2023,2023,February,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,February 2023,2023,February,6.0,Pleasant,No review,No review
Portugal,Twin Room,Family,1,February 2023,2023,February,5.0,Passable,No review,No review
Netherlands,Single Room,Solo traveller,2,January 2023,2023,January,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,January 2023,2023,January,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,January 2023,2023,January,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,January 2023,2023,January,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,November 2022,2022,November,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,January 2023,2023,January,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,December 2022,2022,December,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,December 2022,2022,December,5.0,Passable,No review,No review
Portugal,Double Room,Couple,1,December 2022,2022,December,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,December 2022,2022,December,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,September 2022,2022,September,5.0,Passable,No review,No review
Belgium,Twin Room,Couple,1,November 2022,2022,November,5.0,Passable,No review,No review
Portugal,Double Room,Solo traveller,1,December 2022,2022,December,6.0,Pleasant,No review,No review
Spain,Single Room,Solo traveller,5,December 2022,2022,December,5.4,Passable,No review,No review
Italy,Single Room,Solo traveller,2,December 2022,2022,December,7.0,Good,No review,No review
Italy,Single Room,Solo traveller,2,December 2022,2022,December,7.0,Good,No review,No review
Brazil,Double Room,Couple,1,November 2022,2022,November,5.0,Passable,No review,No review
Portugal,Double Room,Couple,1,November 2022,2022,November,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,November 2022,2022,November,5.0,Passable,No review,No review
Portugal,Double Room,Couple,1,October 2022,2022,October,6.0,Pleasant,No review,No review
Brazil,Twin Room,Family,1,November 2022,2022,November,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,November 2022,2022,November,7.0,Good,No review,No review
Italy,Single Room,Solo traveller,3,November 2022,2022,November,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,November 2022,2022,November,5.0,Passable,No review,No review
Portugal,Double Room,Family,2,November 2022,2022,November,6.0,Pleasant,No review,No review
Portugal,Twin Room,Family,2,November 2022,2022,November,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,September 2022,2022,September,5.0,Passable,No review,No review
Spain,Single Room,Solo traveller,5,November 2022,2022,November,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,November 2022,2022,November,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,2,August 2022,2022,August,5.0,Passable,No review,No review
Switzerland,Single Room,Solo traveller,3,October 2022,2022,October,5.0,Passable,No review,No review
Portugal,Double Room,Couple,1,November 2022,2022,November,6.0,Pleasant,No review,No review
Portugal,Single Room,Group,1,October 2022,2022,October,5.0,Passable,No review,No review
Portugal,Single Room,Group,1,October 2022,2022,October,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,October 2022,2022,October,5.0,Passable,No review,No review
Portugal,Twin Room,Solo traveller,1,October 2022,2022,October,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,October 2022,2022,October,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,1,October 2022,2022,October,5.0,Passable,No review,No review
Portugal,Double Room,Couple,1,October 2022,2022,October,5.0,Passable,No review,No review
Hungary,Double Room,Couple,2,October 2022,2022,October,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,2,October 2022,2022,October,5.0,Passable,No review,No review
Spain,Single Room,Solo traveller,3,September 2022,2022,September,5.0,Passable,No review,No review
Portugal,Twin Room,Solo traveller,1,October 2022,2022,October,7.0,Good,No review,No review
Brazil,Twin Room,Couple,7,October 2022,2022,October,7.0,Good,No review,No review
Portugal,Double Room,Family,1,October 2022,2022,October,7.0,Good,No review,No review
Angola,Twin Room,Family,3,October 2022,2022,October,7.0,Good,No review,No review
Czech Republic,Single Room,Solo traveller,2,September 2022,2022,September,7.0,Good,No review,No review
Spain,Double Room,Family,1,September 2022,2022,September,7.0,Good,No review,No review
Brazil,Single Room,Solo traveller,3,September 2022,2022,September,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,September 2022,2022,September,6.0,Pleasant,No review,No review
Portugal,Double Room,Family,2,September 2022,2022,September,5.0,Passable,No review,No review
Portugal,Double Room,Solo traveller,1,September 2022,2022,September,7.0,Good,No review,No review
Portugal,Double Room,Family,1,September 2022,2022,September,6.0,Pleasant,No review,No review
Spain,Twin Room,Couple,1,September 2022,2022,September,6.0,Pleasant,No review,No review
Spain,Double Room,Couple,4,September 2022,2022,September,7.0,Good,No review,No review
Portugal,Double Room,Couple,1,August 2022,2022,August,7.0,Good,No review,No review
Portugal,Double Room,Family,1,August 2022,2022,August,7.0,Good,No review,No review
France,Double Room,Family,1,August 2022,2022,August,7.0,Good,No review,No review
Portugal,Double Room,Family,1,August 2022,2022,August,5.0,Passable,No review,No review
Portugal,Twin Room,Solo traveller,1,August 2022,2022,August,5.0,Passable,No review,No review
Portugal,Double Room,Group,1,August 2022,2022,August,5.0,Passable,No review,No review
France,Single Room,Solo traveller,4,August 2022,2022,August,5.0,Passable,No review,No review
France,Double Room,Couple,7,August 2022,2022,August,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,August 2022,2022,August,6.0,Pleasant,No review,No review
Spain,Double Room,Couple,1,July 2022,2022,July,7.0,Good,No review,No review
France,Twin Room,Couple,4,August 2022,2022,August,7.0,Good,No review,No review
Sweden,Single Room,Solo traveller,4,July 2022,2022,July,5.0,Passable,No review,No review
Portugal,Double Room,Family,2,July 2022,2022,July,5.0,Passable,No review,No review
Spain,Double Room,Couple,2,July 2022,2022,July,6.0,Pleasant,No review,No review
Portugal,Twin Room,Group,1,July 2022,2022,July,5.0,Passable,No review,No review
Spain,Double Room,Couple,2,July 2022,2022,July,6.0,Pleasant,No review,No review
Portugal,Twin Room,Solo traveller,1,June 2022,2022,June,6.0,Pleasant,No review,No review
Spain,Twin Room,Couple,1,July 2022,2022,July,6.0,Pleasant,No review,No review
Portugal,Single Room,Solo traveller,3,July 2022,2022,July,7.0,Good,No review,No review
Portugal,Twin Room,Family,1,June 2022,2022,June,5.0,Passable,No review,No review
United States,Twin Room,Family,4,June 2022,2022,June,5.0,Passable,No review,No review
Switzerland,Twin Room,Family,1,July 2022,2022,July,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,2,June 2022,2022,June,5.0,Passable,No review,No review
Latvia,Twin Room,Family,6,June 2022,2022,June,5.0,Passable,No review,No review
Germany,Double Room,Group,2,June 2022,2022,June,6.0,Pleasant,No review,No review
Portugal,Double Room,Couple,1,June 2022,2022,June,5.0,Passable,No review,No review
Portugal,Twin Room,Solo traveller,1,April 2022,2022,April,7.0,Good,No review,No review
Portugal,Twin Room,Family,3,June 2022,2022,June,6.0,Pleasant,No review,No review
Spain,Double Room,Family,2,June 2022,2022,June,7.0,Good,No review,No review
Portugal,Single Room,Solo traveller,1,May 2022,2022,May,6.0,Pleasant,No review,No review
Netherlands,Double Room,Couple,1,June 2022,2022,June,5.0,Passable,No review,No review
Portugal,Double Room,Solo traveller,2,June 2022,2022,June,6.0,Pleasant,No review,No review
France,Single Room,Group,1,May 2022,2022,May,5.0,Passable,No review,No review
Brazil,Single Room,Solo traveller,3,May 2022,2022,May,7.0,Good,No review,No review
France,Double Room,Group,3,May 2022,2022,May,6.0,Pleasant,No review,No review
France,Double Room,Family,2,May 2022,2022,May,7.0,Good,No review,No review
Portugal,Double Room,Family,1,April 2022,2022,April,5.0,Passable,No review,No review
Portugal,Single Room,Solo traveller,1,May 2022,2022,May,5.0,Passable,No review,No review
Portugal,Twin Room,Solo traveller,1,May 2022,2022,May,5.0,Passable,No review,No review
Portugal,Twin Room,Group,3,May 2022,2022,May,5.0,Passable,No review,No review
Portugal,Double Room,Family,3,May 2022,2022,May,5.0,Passable,No review,No review
Spain,Double Room,Couple,2,April 2022,2022,April,5.0,Passable,No review,No review
Spain,Single Room,Solo traveller,2,April 2022,2022,April,5.0,Passable,No review,No review
Portugal,Double Room,Family,1,January 2022,2022,January,6.0,Pleasant,No review,No review
Portugal,Single Room,Group,1,March 2022,2022,March,7.0,Good,No review,No review
Portugal,Double Room,Group,1,March 2022,2022,March,7.0,Good,No review,No review
